mean_fpktl,std_fpktl,mean_bpktl,std_bpktl,mean_fiat,std_fiat,mean_biat,std_biat,fpkt_rate,fbyte_rate,bpkt_rate,bbyte_rate,class
146,205,89,67,56107,47632,40871,54972,1.34E-07,1.96E-05,1.07E-07,9.64E-06,HTTP
148,205,1224,408,35391,77856,32730,86846,1.79E-05,0.002645585,1.81E-05,0.022133034,HTTP
216,325,617,624,44453,54631,39367,51601,7.98E-07,0.000172848,6.21E-07,0.000383299,HTTP
110,176,273,432,70816,79770,47470,78958,6.92E-07,7.61E-05,5.93E-07,0.00016244,HTTP
314,272,501,48,162989,150323,513853,202709,3.33E-07,0.000104863,1.71E-07,8.56E-05,HTTP
331,283,484,99,107149,71128,313073,201709,2.26E-07,7.49E-05,1.16E-07,5.60E-05,HTTP
278,347,250,266,73745,65573,55166,60373,1.63E-05,0.004526359,1.36E-05,0.003395448,HTTP
119,198,913,666,35603,47171,27730,42986,3.16E-05,0.003767146,2.81E-05,0.025664341,HTTP
45,79,1109,393,280928,341452,128221,278510,9.20E-07,4.21E-05,2.03E-06,0.002246867,HTTP
111,176,1386,334,37377,86284,28753,80969,1.07E-06,0.000119425,1.22E-06,0.001694791,HTTP
48,47,989,469,219450,329518,150224,301044,1.81E-06,8.74E-05,2.43E-06,0.00240146,HTTP
330,469,816,652,150038,202692,131075,183254,1.47E-07,4.86E-05,1.42E-07,0.000116034,HTTP
158,222,1252,442,149747,216411,131421,224935,1.35E-07,2.15E-05,1.07E-07,0.000134478,HTTP
315,273,502,43,162000,146433,511612,190567,2.85E-07,8.99E-05,1.46E-07,7.33E-05,HTTP
325,475,815,659,124093,180477,100972,153943,5.60E-07,0.000182309,5.45E-07,0.000444344,HTTP
157,200,626,684,45344,47263,24053,34349,6.18E-07,9.75E-05,6.33E-07,0.000396462,HTTP
72,69,102,135,40059,54258,50219,57592,2.00E-05,0.001448875,1.67E-05,0.001708673,HTTP
177,244,135,137,1835,1137,1940,1106,0.000726612,0.128610354,0.000544959,0.073751135,HTTP
194,345,149,187,85909,117179,126201,108239,9.81E-06,0.001908968,6.54E-06,0.000979839,HTTP
317,273,503,37,157386,140226,500976,174888,2.90E-07,9.22E-05,1.48E-07,7.48E-05,HTTP
331,619,161,210,72196,86815,68174,59037,1.29E-05,0.004280983,1.03E-05,0.001664827,HTTP
175,189,1256,453,32259,85264,23032,78778,2.55E-07,4.47E-05,2.57E-07,0.000322392,HTTP
393,373,993,569,85262,84416,65548,93113,3.39E-07,0.000133248,3.48E-07,0.000345859,HTTP
180,194,1223,476,26045,41593,17447,41555,3.06E-07,5.54E-05,3.45E-07,0.00042189,HTTP
87,120,522,147,19944,54408,15553,46542,9.53E-06,0.00083824,1.19E-05,0.006206056,HTTP
207,343,149,187,96151,111550,140548,120621,8.46E-06,0.001758141,6.77E-06,0.001013596,HTTP
81,134,1197,323,114458,201846,63489,144760,4.05E-06,0.000331609,6.54E-06,0.007835558,HTTP
106,141,382,630,32009,49370,24166,46512,3.64E-05,0.003889511,2.60E-05,0.009950275,HTTP
48,48,988,470,219344,329379,149757,300999,1.82E-06,8.81E-05,2.44E-06,0.002412576,HTTP
337,598,242,354,111333,120484,100380,61773,3.18E-07,0.00010729,2.55E-07,6.18E-05,HTTP
332,282,497,65,99737,40304,217586,80303,2.50E-07,8.31E-05,1.25E-07,6.21E-05,HTTP
115,152,309,584,52101,70831,52023,70578,1.54E-05,0.001782924,1.54E-05,0.004769002,HTTP
109,194,1312,465,57012,101934,47177,92489,1.17E-06,0.000127408,1.13E-06,0.001477616,HTTP
304,444,812,653,149167,226818,133828,205826,2.18E-07,6.63E-05,2.10E-07,0.000170917,HTTP
140,226,622,523,187792,165318,91725,150918,6.41E-08,8.98E-06,7.54E-08,4.69E-05,HTTP
125,203,1368,335,65694,95716,66171,99927,1.25E-05,0.001572389,1.21E-05,0.016567118,HTTP
230,198,745,520,169033,244789,144814,233045,9.33E-08,2.15E-05,1.33E-07,9.93E-05,HTTP
106,190,692,702,103147,113472,89952,99027,4.67E-08,4.95E-06,4.15E-08,2.87E-05,HTTP
44,7,1295,70,49920,76569,30785,58974,2.00E-05,0.00088623,3.25E-05,0.042091285,HTTP
456,555,1041,499,30004,44726,61990,69750,5.79E-07,0.000264555,9.85E-07,0.001025433,HTTP
151,208,1216,409,57346,79407,54822,84198,8.53E-06,0.001290231,8.26E-06,0.010049639,HTTP
128,166,334,627,63092,72249,65352,73330,1.30E-05,0.001666554,1.30E-05,0.004336152,HTTP
58,138,1139,371,122768,230513,77102,198651,8.72E-07,5.12E-05,1.87E-06,0.002134307,HTTP
114,142,965,630,121189,199207,112158,171609,8.12E-06,0.000929868,8.75E-06,0.008445674,HTTP
69,176,1104,398,285518,347765,130204,265885,9.41E-07,6.53E-05,2.03E-06,0.002239742,HTTP
387,528,1116,433,30004,44726,68082,82666,1.37E-07,5.31E-05,2.74E-07,0.00030645,HTTP
147,253,491,603,98455,88995,83417,96622,1.22E-05,0.001795733,1.02E-05,0.004995145,HTTP
208,307,1176,533,50150,109830,24037,56960,3.09E-07,6.45E-05,3.06E-07,0.000359775,HTTP
211,391,1022,476,161749,313187,74016,182899,5.17E-06,0.001092277,1.02E-05,0.01039313,HTTP
890,720,371,446,22694,37700,14346,23817,4.90E-05,0.043584697,3.92E-05,0.014555977,HTTP
420,625,156,201,31528,54365,97376,1205,2.72E-06,0.001141416,2.17E-06,0.000340632,HTTP
90,224,1148,368,121211,226152,71301,190491,1.15E-06,0.000104275,2.57E-06,0.002953314,HTTP
132,234,416,570,98455,88995,83417,96622,1.30E-06,0.00017155,1.11E-06,0.000463965,HTTP
232,212,1109,509,25303,40537,19616,47334,8.92E-08,2.07E-05,9.03E-08,0.000100115,HTTP
46,85,1102,399,311159,356107,142676,296093,9.95E-07,4.66E-05,2.16E-06,0.002375908,HTTP
307,277,457,147,95574,62364,152640,31104,8.09E-07,0.000248318,4.28E-07,0.00019599,HTTP
219,246,989,547,82655,81369,91120,84927,1.32E-05,0.002900314,9.90E-06,0.009789796,HTTP
128,166,342,643,65038,73075,65968,73359,1.28E-05,0.001648942,1.28E-05,0.004385211,HTTP
176,194,1234,462,27088,49259,18589,46764,2.89E-07,5.10E-05,3.12E-07,0.000385663,HTTP
306,462,905,642,120175,177467,95006,154578,1.27E-07,3.88E-05,1.25E-07,0.000113538,HTTP
106,141,701,750,32163,48469,32490,48229,2.43E-05,0.002592544,2.43E-05,0.017040682,HTTP
327,273,490,84,167837,173337,487825,249768,5.13E-07,0.000167623,2.60E-07,0.000127691,HTTP
231,212,1108,507,24885,40043,19335,47036,8.24E-08,1.91E-05,8.24E-08,9.13E-05,HTTP
170,289,1176,550,69834,147640,66342,158136,1.98E-07,3.36E-05,1.75E-07,0.000205425,HTTP
44,70,1155,352,170790,271958,89118,214616,8.66E-07,3.89E-05,1.96E-06,0.002267493,HTTP
113,197,1141,563,72368,112924,68386,139525,5.53E-06,0.000629464,4.84E-06,0.005527294,HTTP
82,70,877,660,78059,123492,69322,87842,4.01E-07,3.32E-05,3.68E-07,0.000322974,HTTP
85,212,1171,344,119359,221181,78161,197313,5.74E-07,4.89E-05,1.34E-06,0.001571798,HTTP
395,595,264,382,164222,335528,262908,479939,3.79E-08,1.50E-05,2.65E-08,7.03E-06,HTTP
326,272,490,85,169984,175388,487825,249768,5.43E-07,0.000177338,2.76E-07,0.000135174,HTTP
322,277,479,108,152507,198693,558510,455463,4.58E-07,0.000147873,2.33E-07,0.000111654,HTTP
43,6,1298,47,48071,70962,29172,54791,2.08E-05,0.000911143,3.43E-05,0.044498114,HTTP
166,275,688,745,50328,67254,61978,69985,1.61E-05,0.002681982,1.35E-05,0.00925647,HTTP
158,256,172,232,86955,58361,56152,79308,1.13E-06,0.00017858,7.51E-07,0.000129381,HTTP
79,125,102,137,177070,189865,92780,106118,6.37E-07,5.09E-05,2.90E-07,2.97E-05,HTTP
162,289,491,603,83960,78982,70857,79963,1.43E-05,0.002315366,1.19E-05,0.005857495,HTTP
87,134,452,657,67172,73815,59748,80438,5.43E-07,4.74E-05,4.83E-07,0.000218359,HTTP
252,305,917,604,84393,77246,70281,95008,3.00E-06,0.000758128,2.62E-06,0.002407523,HTTP
323,274,500,53,157366,140612,523342,245996,2.68E-07,8.68E-05,1.33E-07,6.66E-05,HTTP
314,273,501,50,167187,155361,513853,202709,3.48E-07,0.000109324,1.79E-07,8.96E-05,HTTP
326,273,476,114,119902,89739,270941,151654,2.19E-07,7.15E-05,1.12E-07,5.35E-05,HTTP
324,274,478,111,117077,89189,268614,175011,2.24E-07,7.26E-05,1.14E-07,5.47E-05,HTTP
54,7,1499,26,15306,22529,8989,19382,6.53E-05,0.003580097,0.000111145,0.166635378,HTTP
145,258,1212,524,68462,166180,68111,177725,4.84E-07,7.05E-05,4.31E-07,0.000521828,HTTP
228,193,925,594,52202,50306,52514,68489,3.07E-06,0.000702137,2.76E-06,0.002556146,HTTP
181,191,1188,510,43387,98640,33492,91554,2.58E-07,4.68E-05,2.70E-07,0.000321192,HTTP
197,200,786,656,55598,53453,49027,72389,1.55E-06,0.000305108,1.48E-06,0.001164341,HTTP
219,406,148,165,41447,55407,52183,59953,1.94E-05,0.004255512,1.61E-05,0.002398972,HTTP
324,275,456,144,134359,113429,268614,175011,2.45E-07,7.95E-05,1.27E-07,5.80E-05,HTTP
323,273,494,73,114778,48221,195611,63352,5.26E-07,0.000170284,2.70E-07,0.000133812,HTTP
147,252,491,603,83693,75358,68343,77319,1.43E-05,0.002110083,1.19E-05,0.00587621,HTTP
117,210,1383,333,72263,144252,38251,95844,1.79E-07,2.10E-05,2.11E-07,0.000291279,HTTP
82,64,413,716,188630,170124,155482,214426,3.20E-07,2.65E-05,2.56E-07,0.000105884,HTTP
153,239,686,512,187792,165318,91725,150918,1.03E-07,1.58E-05,1.24E-07,8.51E-05,HTTP
203,199,815,646,55226,53364,50351,73446,1.72E-06,0.00035115,1.63E-06,0.00132678,HTTP
106,141,319,581,39415,53774,25352,49205,1.81E-06,0.000193402,1.55E-06,0.000495543,HTTP
190,233,1079,521,85268,119102,86557,121116,1.81E-06,0.000344871,1.72E-06,0.00186133,HTTP
198,207,1189,496,43842,97503,36553,111277,2.35E-07,4.66E-05,2.37E-07,0.000281467,HTTP
125,232,1218,529,19849,46627,12027,33529,5.73E-07,7.22E-05,5.83E-07,0.000710432,HTTP
147,252,491,603,81262,63502,72237,82855,1.48E-05,0.002173196,1.23E-05,0.00605197,HTTP
115,152,401,693,51734,67359,41388,63496,2.32E-05,0.0026868,1.55E-05,0.006204769,HTTP
326,275,484,99,123273,123725,432576,291975,3.40E-07,0.000110908,1.73E-07,8.37E-05,HTTP
315,273,499,57,194818,180465,459442,240560,1.17E-06,0.000368693,5.94E-07,0.000296868,HTTP
319,275,496,66,128327,22588,230939,142120,2.63E-07,8.41E-05,1.32E-07,6.54E-05,HTTP
494,467,553,645,121888,84304,128070,66767,1.94E-08,9.60E-06,1.62E-08,8.95E-06,HTTP
370,453,205,179,114216,64776,49727,81671,4.11E-07,0.000152199,3.08E-07,6.32E-05,HTTP
301,275,470,127,103084,76210,269568,249948,2.61E-07,7.86E-05,1.31E-07,6.14E-05,HTTP
52,111,1148,361,152633,251818,84733,210896,8.43E-07,4.40E-05,1.84E-06,0.002118285,HTTP
46,36,983,472,214897,323445,146328,292992,1.77E-06,8.26E-05,2.39E-06,0.00234679,HTTP
50,57,995,466,206484,323963,145792,296637,1.91E-06,9.60E-05,2.52E-06,0.002509543,HTTP
93,122,971,684,45746,61453,52274,63442,1.85E-05,0.001735729,1.65E-05,0.015994235,HTTP
188,200,1220,466,24340,36913,17156,35875,3.24E-07,6.09E-05,3.48E-07,0.000425106,HTTP
69,63,731,635,103940,129627,83805,134760,1.15E-05,0.000804304,1.15E-05,0.008443268,HTTP
115,152,304,586,38792,51973,38704,52046,2.07E-05,0.002403397,2.07E-05,0.006314537,HTTP
58,139,1196,307,177277,250030,90983,200883,7.06E-07,4.11E-05,1.71E-06,0.002049066,HTTP
240,293,664,568,135847,118432,190333,191524,8.03E-06,0.001929976,5.35E-06,0.003556804,HTTP
326,272,489,87,173136,178193,487825,249768,5.84E-07,0.000190659,2.97E-07,0.000145163,HTTP
194,386,1137,387,150393,250554,68998,164832,2.20E-07,4.28E-05,4.81E-07,0.000547818,HTTP
319,468,896,639,126185,179892,99998,156286,1.23E-07,3.92E-05,1.22E-07,0.000109072,HTTP
328,273,480,107,116537,81405,259783,138369,2.27E-07,7.45E-05,1.16E-07,5.58E-05,HTTP
118,181,591,639,89978,81704,63549,72218,1.33E-05,0.001575934,1.11E-05,0.006574911,HTTP
291,344,541,584,200075,212005,210341,191016,5.50E-06,0.001601395,5.00E-06,0.002706977,HTTP
115,152,302,586,42693,57595,45341,61455,1.84E-05,0.002131784,1.84E-05,0.005573312,HTTP
128,166,353,641,151813,181685,151636,181309,7.14E-06,0.000918023,7.14E-06,0.002521352,HTTP
159,180,1214,473,119521,144711,98499,146571,4.13E-07,6.60E-05,4.07E-07,0.000494323,HTTP
197,201,1207,488,23702,30752,15062,29123,3.53E-07,6.98E-05,4.01E-07,0.000483969,HTTP
43,63,1144,363,187798,288300,94650,226469,8.69E-07,3.81E-05,1.98E-06,0.002265614,HTTP
326,273,478,110,117648,86582,270941,151654,2.22E-07,7.26E-05,1.14E-07,5.45E-05,HTTP
320,271,499,57,112637,50491,195700,64659,4.71E-07,0.000150885,2.37E-07,0.000118632,HTTP
195,250,649,545,252387,180668,94178,163712,1.45E-06,0.00028345,1.45E-06,0.000941838,HTTP
285,288,396,221,93421,73714,130967,796,1.25E-05,0.003559157,7.14E-06,0.002827701,HTTP
123,203,1189,547,43573,69458,30665,44981,1.04E-06,0.000127999,9.72E-07,0.001156171,HTTP
190,199,1258,436,25807,36753,16362,38819,2.90E-07,5.53E-05,3.25E-07,0.000409155,HTTP
158,257,713,729,49872,66179,62245,69831,1.63E-05,0.002580414,1.36E-05,0.009673843,HTTP
98,157,509,688,72289,78688,62823,84557,1.51E-06,0.000148471,1.32E-06,0.000670473,HTTP
115,152,302,587,46686,63508,56391,78400,1.50E-05,0.00173398,1.50E-05,0.004520823,HTTP
325,273,485,96,179577,198915,576180,279791,5.37E-07,0.000174954,2.73E-07,0.000132809,HTTP
332,551,1050,609,41283,66969,35123,46708,4.96E-07,0.000164738,4.41E-07,0.00046296,HTTP
45,30,976,476,200238,310338,131121,277086,1.64E-06,7.55E-05,2.24E-06,0.002186904,HTTP
324,454,786,639,120046,147662,61325,81109,1.53E-07,4.96E-05,1.50E-07,0.000117883,HTTP
49,51,988,470,209833,321212,145516,296152,1.86E-06,9.12E-05,2.47E-06,0.002442182,HTTP
316,273,488,90,101353,57321,170581,42973,5.72E-07,0.000181318,2.92E-07,0.00014273,HTTP
161,216,250,260,90781,81179,49511,83342,4.59E-07,7.41E-05,3.57E-07,8.94E-05,HTTP
91,141,1261,520,23021,90181,23074,90848,5.93E-08,5.45E-06,5.59E-08,7.05E-05,HTTP
310,276,466,133,98494,62767,153729,32584,6.73E-07,0.000208612,3.52E-07,0.000164519,HTTP
440,437,276,149,139685,29724,14065,39060,7.62E-08,3.36E-05,5.39E-08,1.49E-05,HTTP
328,273,476,114,119902,89739,270941,151654,2.17E-07,7.13E-05,1.10E-07,5.25E-05,HTTP
232,215,1068,533,22475,36361,18693,31821,1.17E-06,0.000272849,1.23E-06,0.001319331,HTTP
223,210,1063,607,32707,32553,23844,29537,1.06E-06,0.00023612,1.15E-06,0.001225202,HTTP
323,272,498,62,156135,143913,527678,317459,3.26E-07,0.000105648,1.60E-07,7.97E-05,HTTP
183,289,165,219,85593,73956,64183,88418,5.29E-07,9.72E-05,4.24E-07,7.02E-05,HTTP
107,168,587,719,72289,78688,62823,84557,1.61E-05,0.001726865,1.38E-05,0.00812249,HTTP
76,100,1136,542,27136,48336,28635,39908,3.34E-05,0.002539279,3.17E-05,0.036039059,HTTP
215,280,898,619,71225,102983,78188,139198,2.82E-06,0.000606673,2.13E-06,0.001918628,HTTP
302,446,796,647,178049,213912,72947,98307,1.26E-07,3.82E-05,1.20E-07,9.57E-05,HTTP
326,272,487,93,166388,180720,485892,283444,5.56E-07,0.000181702,2.83E-07,0.000137957,HTTP
128,166,341,641,59741,70891,57301,66892,1.35E-05,0.001737537,1.35E-05,0.004607311,HTTP
207,349,891,631,80329,98807,67835,103797,2.77E-06,0.000575984,2.58E-06,0.002300972,HTTP
160,244,595,570,177726,183840,190333,191524,5.80E-08,9.29E-06,2.61E-08,1.55E-05,HTTP
337,378,1073,531,73858,120184,70486,127818,1.01E-06,0.000342224,9.79E-07,0.001050587,HTTP
194,203,1185,502,45867,100158,38230,114244,2.27E-07,4.40E-05,2.30E-07,0.000272049,HTTP
136,180,723,677,136229,233309,117538,201547,6.95E-07,9.48E-05,6.51E-07,0.000471027,HTTP
399,432,251,163,133084,49216,30873,63262,3.87E-07,0.00015479,2.85E-07,7.18E-05,HTTP
447,433,223,165,166550,49471,25011,49308,1.06E-07,4.76E-05,9.04E-08,2.03E-05,HTTP
254,248,885,529,124041,79324,145492,61358,8.79E-06,0.002238988,6.60E-06,0.005837491,HTTP
252,368,667,649,125454,164918,126829,199268,6.57E-07,0.000165775,5.16E-07,0.000344214,HTTP
152,310,362,539,89156,83707,85834,98092,4.67E-07,7.12E-05,4.09E-07,0.000148232,HTTP
115,152,320,581,40137,54702,38571,51317,2.03E-05,0.002346023,2.03E-05,0.006494602,HTTP
127,205,1364,342,65694,95716,66171,99927,1.89E-06,0.000240403,1.83E-06,0.002493643,HTTP
118,158,165,248,58464,49561,44366,58399,3.54E-07,4.19E-05,2.95E-07,4.88E-05,HTTP
557,731,168,255,2393,1843,2477,1648,0.000501295,0.279471969,0.000417746,0.0703484,HTTP
172,235,135,137,1517,1384,1543,538,0.000878542,0.151328794,0.000658906,0.089171975,HTTP
115,152,311,583,60794,82574,56453,76664,1.35E-05,0.001559138,1.35E-05,0.004195092,HTTP
243,479,401,559,40036,54797,40080,53490,2.12E-05,0.005168689,2.12E-05,0.008506899,HTTP
115,163,152,156,56032,84142,69694,93372,1.38E-05,0.00158793,1.18E-05,0.001806615,HTTP
183,195,1228,472,25455,39522,16738,39652,3.01E-07,5.52E-05,3.40E-07,0.00041808,HTTP
45,77,1147,360,164732,262605,87766,214271,8.69E-07,3.97E-05,1.95E-06,0.002231562,HTTP
424,611,273,530,43329,59150,44506,58171,1.84E-05,0.007809313,1.84E-05,0.005027284,HTTP
159,370,940,688,54859,63634,64932,68515,1.59E-05,0.00253599,1.43E-05,0.013471155,HTTP
64,107,1372,369,46601,78355,39740,81090,2.18E-05,0.001416621,2.44E-05,0.033519799,HTTP
128,166,331,619,47542,54367,47503,53365,1.77E-05,0.002270625,1.77E-05,0.005847829,HTTP
132,192,114,119,1500,1130,1543,538,1.95E-08,2.58E-06,1.30E-08,1.49E-06,HTTP
147,253,491,603,113049,101926,93693,106160,1.06E-05,0.001563913,8.85E-06,0.004350295,HTTP
100,152,587,718,69930,77774,63201,85398,1.67E-05,0.001682631,1.43E-05,0.008406005,HTTP
50,106,1071,422,349506,381938,160463,326984,1.05E-06,5.28E-05,2.20E-06,0.002360948,HTTP
323,272,498,62,156860,145111,527678,317459,3.31E-07,0.000107072,1.62E-07,8.07E-05,HTTP
383,630,156,201,32039,55337,97170,133,8.45E-07,0.000323798,6.76E-07,0.000105906,HTTP
