mean_fpktl,std_fpktl,mean_bpktl,std_bpktl,mean_fiat,std_fiat,mean_biat,std_biat,fpkt_rate,fbyte_rate,bpkt_rate,bbyte_rate,class
65,6,110,35,66833,38517,20262,27148,2.23E-05,0.001450871,2.23E-05,0.002455321,DNS
68,7,123,30,92678,97246,84067,125239,4.06E-08,2.80E-06,4.06E-08,5.00E-06,DNS
71,9,139,20,50974,38850,51311,39069,1.96E-05,0.001405509,1.96E-05,0.002736632,DNS
69,6,119,35,86198,36013,41582,27174,1.54E-05,0.001063677,1.54E-05,0.001844734,DNS
67,6,120,28,64675,34626,50605,35800,3.91E-07,2.65E-05,3.91E-07,4.69E-05,DNS
68,5,121,27,93446,109351,84473,121549,4.49E-07,3.05E-05,4.49E-07,5.44E-05,DNS
67,5,119,27,89371,102821,75092,114323,3.19E-07,2.16E-05,3.19E-07,3.81E-05,DNS
68,6,124,27,89578,94851,71120,103741,3.41E-07,2.33E-05,3.41E-07,4.25E-05,DNS
68,5,122,28,89578,94851,71120,103741,1.21E-07,8.23E-06,1.16E-07,1.42E-05,DNS
67,6,122,27,89578,94851,71120,103741,1.26E-07,8.57E-06,1.21E-07,1.48E-05,DNS
68,5,120,27,89578,94851,71120,103741,1.30E-07,8.82E-06,1.20E-07,1.45E-05,DNS
68,5,116,29,89578,94851,71120,103741,1.25E-07,8.49E-06,1.25E-07,1.46E-05,DNS
67,5,114,29,115262,134175,105175,184726,1.29E-07,8.77E-06,1.29E-07,1.48E-05,DNS
65,1,157,18,109390,96022,43255,2651,3.12E-07,2.04E-05,3.12E-07,4.92E-05,DNS
65,1,134,39,109390,96022,41755,3203,2.95E-08,1.94E-06,2.95E-08,3.96E-06,DNS
66,1,127,35,168193,122407,48316,13380,3.38E-08,2.23E-06,3.00E-08,3.82E-06,DNS
66,3,125,35,146185,109208,46854,12040,4.68E-08,3.12E-06,3.60E-08,4.51E-06,DNS
66,4,123,37,193697,173001,51646,18767,5.99E-08,4.00E-06,5.99E-08,7.42E-06,DNS
66,3,120,36,185350,159464,59543,30604,3.08E-08,2.05E-06,3.08E-08,3.69E-06,DNS
67,4,126,37,199268,143365,97177,107973,3.09E-08,2.07E-06,3.09E-08,3.90E-06,DNS
65,6,110,35,66737,38728,20130,27175,2.24E-05,0.00145299,2.24E-05,0.002458906,DNS
65,6,110,31,57103,45409,10548,19198,2.73E-07,1.77E-05,2.73E-07,3.00E-05,DNS
65,6,110,30,67134,48302,20728,21677,1.32E-07,8.57E-06,1.32E-07,1.45E-05,DNS
65,5,110,30,77301,51551,30822,26172,1.38E-07,8.95E-06,1.38E-07,1.51E-05,DNS
65,5,110,30,87504,54972,40783,31207,1.41E-07,9.19E-06,1.41E-07,1.56E-05,DNS
65,5,110,30,94197,55574,47817,32660,1.40E-07,9.07E-06,1.40E-07,1.54E-05,DNS
65,5,110,29,102357,58235,55805,36266,1.38E-07,8.98E-06,1.38E-07,1.52E-05,DNS
65,5,110,29,110951,61432,64392,41116,1.30E-07,8.45E-06,1.30E-07,1.43E-05,DNS
64,5,109,29,110951,61432,64392,41116,6.38E-08,4.13E-06,6.14E-08,6.72E-06,DNS
65,5,109,28,110951,61432,64392,41116,6.73E-08,4.40E-06,6.27E-08,6.87E-06,DNS
65,5,107,28,110951,61432,64392,41116,6.85E-08,4.47E-06,6.62E-08,7.10E-06,DNS
65,5,106,29,110951,61432,64392,41116,6.76E-08,4.41E-06,6.76E-08,7.17E-06,DNS
65,5,105,28,158626,178194,118619,209391,7.12E-08,4.67E-06,7.12E-08,7.50E-06,DNS
65,1,157,18,348657,49998,175486,4227,5.87E-07,3.85E-05,5.87E-07,9.25E-05,DNS
65,6,110,35,66697,38632,66461,38278,1.32E-05,0.000860012,1.32E-05,0.001455405,DNS
65,6,110,31,57140,45453,33707,43804,2.17E-07,1.41E-05,2.17E-07,2.38E-05,DNS
65,6,110,30,66914,48169,35841,34091,1.90E-07,1.23E-05,1.90E-07,2.09E-05,DNS
65,5,110,30,71149,47298,36936,28889,1.68E-07,1.09E-05,1.68E-07,1.85E-05,DNS
65,5,110,30,82012,52431,45640,31407,1.52E-07,9.86E-06,1.52E-07,1.67E-05,DNS
65,5,110,30,89946,54511,51772,31821,1.53E-07,9.92E-06,1.53E-07,1.68E-05,DNS
65,5,110,29,101695,61195,62310,39678,1.50E-07,9.72E-06,1.50E-07,1.64E-05,DNS
65,5,110,29,110473,64193,70166,42732,1.29E-07,8.38E-06,1.29E-07,1.42E-05,DNS
67,5,104,27,63683,82587,31340,76872,1.94E-06,0.000130992,1.94E-06,0.000202513,DNS
65,5,102,26,101184,90448,72084,67865,1.22E-06,8.03E-05,1.29E-06,0.000131553,DNS
66,5,102,25,115309,94416,88410,81436,7.25E-07,4.82E-05,7.53E-07,7.69E-05,DNS
66,5,100,25,130069,154850,101766,143029,5.94E-07,3.93E-05,6.12E-07,6.18E-05,DNS
66,5,101,25,129870,149321,99624,137634,5.47E-07,3.61E-05,5.62E-07,5.71E-05,DNS
66,5,101,25,131711,146734,99624,137634,3.28E-07,2.17E-05,3.28E-07,3.34E-05,DNS
65,5,102,26,130179,144219,98828,132661,3.36E-07,2.22E-05,3.45E-07,3.53E-05,DNS
65,5,101,26,130179,144219,98828,132661,1.81E-07,1.20E-05,1.86E-07,1.89E-05,DNS
65,5,101,26,130179,144219,98828,132661,1.75E-07,1.16E-05,1.75E-07,1.79E-05,DNS
65,5,102,25,130179,144219,115503,159168,1.72E-07,1.13E-05,1.76E-07,1.81E-05,DNS
66,3,98,23,121004,51639,121548,51286,6.23E-08,4.13E-06,6.23E-08,6.16E-06,DNS
67,5,113,28,140993,59755,131180,53656,9.99E-08,6.75E-06,9.40E-08,1.07E-05,DNS
67,5,113,28,140993,59755,131180,53656,9.99E-08,6.78E-06,8.88E-08,1.01E-05,DNS
70,6,123,29,193850,115747,197397,139816,7.43E-07,5.22E-05,7.43E-07,9.16E-05,DNS
67,5,110,29,140993,59755,131180,53656,9.37E-08,6.36E-06,8.85E-08,9.82E-06,DNS
70,6,130,25,238200,188097,244821,246167,4.48E-07,3.16E-05,4.28E-07,5.56E-05,DNS
70,6,127,26,230727,186105,230480,237042,4.07E-07,2.85E-05,4.07E-07,5.17E-05,DNS
69,7,129,33,216125,153395,214402,194108,4.93E-07,3.42E-05,4.93E-07,6.36E-05,DNS
69,7,127,33,212833,152569,214402,194108,3.61E-07,2.49E-05,3.53E-07,4.51E-05,DNS
69,7,127,33,212833,152569,211143,192417,3.61E-07,2.49E-05,3.61E-07,4.59E-05,DNS
68,7,125,33,209518,151874,207863,190873,2.52E-07,1.73E-05,2.52E-07,3.16E-05,DNS
68,7,124,33,206464,151071,204797,189316,1.95E-07,1.34E-05,1.95E-07,2.43E-05,DNS
68,7,122,33,203590,150225,201930,187751,1.64E-07,1.12E-05,1.64E-07,2.01E-05,DNS
68,7,119,33,195886,144208,192855,179344,1.66E-07,1.13E-05,1.66E-07,1.98E-05,DNS
68,7,118,33,193477,143529,190568,178016,1.61E-07,1.10E-05,1.61E-07,1.91E-05,DNS
67,7,116,33,186241,138796,181652,171556,1.69E-07,1.14E-05,1.69E-07,1.96E-05,DNS
67,7,116,33,186435,136121,179830,169040,1.66E-07,1.13E-05,1.66E-07,1.93E-05,DNS
67,6,114,32,185783,137448,179451,168062,1.77E-07,1.20E-05,1.77E-07,2.02E-05,DNS
67,6,113,32,183432,135461,176192,164394,1.78E-07,1.21E-05,1.78E-07,2.01E-05,DNS
67,6,112,31,181938,134887,174768,163454,1.73E-07,1.17E-05,1.73E-07,1.95E-05,DNS
67,6,111,31,180526,134288,173232,162616,1.58E-07,1.07E-05,1.58E-07,1.77E-05,DNS
67,6,111,31,179112,133722,171865,161717,1.45E-07,9.81E-06,1.45E-07,1.62E-05,DNS
67,6,111,31,177744,133153,170535,160832,1.35E-07,9.11E-06,1.35E-07,1.50E-05,DNS
58,4,173,56,959588,49739,512043,490206,1.62E-08,9.54E-07,1.62E-08,2.81E-06,DNS
67,6,110,31,176431,132577,169220,159971,1.27E-07,8.54E-06,1.27E-07,1.40E-05,DNS
59,4,163,60,959588,49739,512043,490206,1.76E-08,1.04E-06,1.76E-08,2.88E-06,DNS
67,6,110,31,175117,132030,168003,159089,1.19E-07,8.05E-06,1.19E-07,1.32E-05,DNS
67,6,109,30,174433,129527,166051,156321,1.17E-07,7.86E-06,1.17E-07,1.28E-05,DNS
67,6,109,30,173074,129127,164934,155505,1.11E-07,7.48E-06,1.11E-07,1.22E-05,DNS
67,6,109,30,172008,128551,163858,154695,1.06E-07,7.15E-06,1.06E-07,1.16E-05,DNS
59,3,163,63,640762,553341,353594,442119,1.61E-08,9.51E-07,1.61E-08,2.62E-06,DNS
67,5,108,30,171005,127958,162977,153819,1.02E-07,6.85E-06,1.02E-07,1.11E-05,DNS
59,4,163,62,640762,553341,353594,442119,1.66E-08,9.81E-07,1.66E-08,2.71E-06,DNS
67,5,108,30,169962,127411,162000,153010,9.83E-08,6.59E-06,9.83E-08,1.06E-05,DNS
66,6,107,29,177544,156164,169071,177217,1.01E-07,6.77E-06,1.01E-07,1.09E-05,DNS
66,5,107,29,176475,155498,168197,176298,1.01E-07,6.76E-06,1.01E-07,1.08E-05,DNS
66,6,106,29,182738,176484,174045,193949,1.04E-07,6.91E-06,1.04E-07,1.10E-05,DNS
66,5,106,29,181650,175778,173015,193088,1.03E-07,6.90E-06,1.03E-07,1.10E-05,DNS
66,5,106,29,177462,173215,168993,191130,1.04E-07,6.94E-06,1.04E-07,1.10E-05,DNS
59,4,163,64,481275,553053,283150,387507,1.55E-08,9.21E-07,1.55E-08,2.54E-06,DNS
66,5,105,28,176881,172807,168636,190390,1.07E-07,7.15E-06,1.07E-07,1.13E-05,DNS
66,5,105,28,178866,179798,170447,195308,1.10E-07,7.34E-06,1.10E-07,1.16E-05,DNS
59,4,167,65,481275,553053,283150,387507,1.57E-08,9.35E-07,1.57E-08,2.62E-06,DNS
66,5,104,28,183536,190304,174593,204340,1.15E-07,7.64E-06,1.15E-07,1.20E-05,DNS
64,7,96,25,267159,365626,251624,367170,4.15E-06,0.000268606,4.15E-06,0.000399648,DNS
64,6,95,22,242145,340267,227583,341160,4.61E-07,2.99E-05,4.61E-07,4.39E-05,DNS
64,5,94,20,223169,319565,209643,319903,1.38E-07,8.92E-06,1.38E-07,1.30E-05,DNS
64,5,93,19,208214,302274,195946,302050,9.30E-08,6.03E-06,9.30E-08,8.73E-06,DNS
64,5,96,22,205904,270494,188200,271914,1.10E-07,7.14E-06,1.10E-07,1.07E-05,DNS
64,4,96,21,196802,259826,179733,260914,8.97E-08,5.82E-06,8.97E-08,8.63E-06,DNS
65,5,103,29,193796,239410,179596,240233,8.62E-08,5.62E-06,8.62E-08,8.91E-06,DNS
65,5,104,29,186208,224466,168129,225829,9.62E-08,6.27E-06,9.62E-08,1.00E-05,DNS
65,4,103,28,180519,218601,162998,219679,1.00E-07,6.53E-06,1.00E-07,1.03E-05,DNS
64,4,107,31,230046,291889,167600,207576,1.02E-07,6.63E-06,9.87E-08,1.06E-05,DNS
66,7,114,37,230753,273539,215989,300380,1.14E-07,7.56E-06,1.14E-07,1.30E-05,DNS
67,7,119,42,228929,261970,215252,287604,1.21E-07,8.15E-06,1.21E-07,1.45E-05,DNS
67,7,117,41,222227,258942,211850,282326,1.22E-07,8.19E-06,1.22E-07,1.44E-05,DNS
67,7,118,40,228239,255828,214409,277163,1.21E-07,8.09E-06,1.21E-07,1.43E-05,DNS
66,7,118,40,228239,255828,214409,277163,1.18E-07,7.89E-06,1.18E-07,1.40E-05,DNS
70,2,138,34,498014,162527,474438,173509,4.67E-07,3.28E-05,4.67E-07,6.46E-05,DNS
69,3,130,36,452462,204420,431497,207213,1.95E-07,1.36E-05,1.95E-07,2.55E-05,DNS
68,4,126,36,403259,213216,378213,221576,1.98E-07,1.36E-05,1.98E-07,2.50E-05,DNS
64,2,92,8,101919,15249,80696,10337,4.28E-08,2.74E-06,4.28E-08,3.95E-06,DNS
68,3,102,15,224146,201243,221949,173252,9.28E-07,6.31E-05,9.28E-07,9.51E-05,DNS
70,2,117,21,414397,153472,417349,142631,1.39E-06,9.74E-05,1.39E-06,0.000162794,DNS
69,4,123,28,414397,153472,417349,142631,3.95E-07,2.72E-05,3.95E-07,4.87E-05,DNS
71,2,107,7,458808,134625,460460,135534,1.48E-06,0.000105741,1.48E-06,0.000159766,DNS
69,5,104,15,409233,242930,406825,237486,3.91E-07,2.72E-05,3.91E-07,4.09E-05,DNS
69,5,103,15,396695,244843,392209,242383,3.74E-07,2.58E-05,3.74E-07,3.87E-05,DNS
68,5,104,18,384458,280174,377256,285543,3.63E-07,2.49E-05,3.63E-07,3.78E-05,DNS
67,5,103,19,361358,287211,357523,297409,4.04E-07,2.74E-05,3.94E-07,4.07E-05,DNS
68,5,102,19,354113,286803,345865,293766,4.13E-07,2.81E-05,4.13E-07,4.23E-05,DNS
67,5,101,20,319187,282320,310515,289255,4.01E-07,2.73E-05,4.01E-07,4.09E-05,DNS
67,5,101,19,313952,281294,305799,287693,2.86E-07,1.94E-05,2.86E-07,2.91E-05,DNS
67,5,101,19,313952,281294,305799,287693,2.51E-07,1.70E-05,2.51E-07,2.56E-05,DNS
68,4,127,42,262351,267566,286059,230652,3.31E-07,2.27E-05,3.31E-07,4.21E-05,DNS
70,3,133,32,394278,162493,393300,142728,4.66E-07,3.27E-05,4.66E-07,6.23E-05,DNS
69,3,126,33,349545,189765,352803,168689,1.83E-07,1.27E-05,1.83E-07,2.30E-05,DNS
68,3,120,33,320660,193755,317143,185914,1.08E-07,7.42E-06,1.08E-07,1.30E-05,DNS
68,3,116,33,294681,197288,293887,187379,8.33E-08,5.67E-06,8.33E-08,9.71E-06,DNS
67,3,113,32,272556,198728,276349,185163,7.08E-08,4.80E-06,7.08E-08,8.05E-06,DNS
67,3,112,31,272556,198728,276349,185163,6.10E-08,4.10E-06,6.10E-08,6.89E-06,DNS
70,2,117,21,391174,113355,389407,142729,5.46E-07,3.83E-05,5.46E-07,6.40E-05,DNS
69,4,123,28,391174,113355,389407,142729,2.84E-07,1.96E-05,2.84E-07,3.50E-05,DNS
69,3,105,11,306346,124859,317686,102107,3.55E-06,0.000247918,3.55E-06,0.000372637,DNS
71,2,106,7,505544,160964,508411,134760,2.16E-07,1.54E-05,2.16E-07,2.30E-05,DNS
70,3,104,9,472383,191703,472073,179876,1.25E-07,8.78E-06,1.25E-07,1.31E-05,DNS
69,3,103,10,445931,206842,472073,179876,1.27E-07,8.81E-06,1.19E-07,1.23E-05,DNS
69,3,101,10,423445,215803,416458,217882,1.39E-07,9.60E-06,1.39E-07,1.41E-05,DNS
68,4,102,15,393853,216570,380995,226097,1.33E-07,9.10E-06,1.33E-07,1.36E-05,DNS
68,4,101,15,374599,224216,367634,225743,1.33E-07,9.10E-06,1.33E-07,1.36E-05,DNS
68,4,102,15,374599,224216,367634,225743,1.13E-07,7.68E-06,1.13E-07,1.16E-05,DNS
69,3,104,12,367232,155090,326864,172383,2.10E-06,0.000146509,1.80E-06,0.000186956,DNS
70,3,104,12,367232,155090,326864,172383,5.99E-07,4.20E-05,4.50E-07,4.68E-05,DNS
70,3,96,18,367232,155090,326864,172383,3.57E-07,2.50E-05,3.57E-07,3.43E-05,DNS
71,1,132,28,483826,57696,492585,56314,2.27E-06,0.00016254,2.27E-06,0.000300358,DNS
69,4,126,30,408465,160587,402017,186216,3.76E-07,2.62E-05,3.76E-07,4.75E-05,DNS
69,4,120,31,376444,182143,372646,198619,3.47E-07,2.39E-05,3.47E-07,4.19E-05,DNS
68,4,118,31,336314,190667,325272,210995,2.25E-07,1.54E-05,2.25E-07,2.67E-05,DNS
67,4,115,30,316958,195435,309230,210130,1.85E-07,1.25E-05,1.85E-07,2.14E-05,DNS
67,5,110,30,310171,255669,299950,269209,1.99E-07,1.33E-05,1.99E-07,2.19E-05,DNS
66,5,108,29,299142,253690,289339,266291,1.71E-07,1.15E-05,1.71E-07,1.87E-05,DNS
66,5,108,28,293253,248735,289339,266291,1.69E-07,1.13E-05,1.63E-07,1.77E-05,DNS
66,5,106,28,295209,282472,285740,287093,1.96E-07,1.30E-05,1.96E-07,2.08E-05,DNS
67,4,99,22,181014,156469,172055,132491,4.37E-07,2.96E-05,4.37E-07,4.35E-05,DNS
66,4,99,21,181014,156469,172055,132491,1.98E-07,1.33E-05,1.98E-07,1.97E-05,DNS
70,2,112,25,325188,173200,328439,153001,3.34E-06,0.000234651,3.34E-06,0.00037611,DNS
69,6,114,35,123192,33563,99272,193,8.70E-06,0.000600548,8.70E-06,0.00099221,DNS
68,3,106,15,276650,166752,273771,192986,4.71E-07,3.22E-05,4.71E-07,4.99E-05,DNS
68,5,119,33,325188,173200,328439,153001,4.44E-07,3.06E-05,4.44E-07,5.32E-05,DNS
72,1,111,4,529251,135719,539959,139865,2.08E-06,0.000149873,2.08E-06,0.000230653,DNS
71,2,107,7,467719,175691,474892,166967,2.22E-06,0.000158613,2.22E-06,0.000239935,DNS
70,3,106,9,444284,193899,453185,183188,2.62E-07,1.85E-05,2.62E-07,2.78E-05,DNS
70,3,104,10,423885,205720,431846,197994,1.57E-07,1.10E-05,1.57E-07,1.64E-05,DNS
69,3,103,11,407627,211161,411352,210845,1.18E-07,8.19E-06,1.18E-07,1.22E-05,DNS
68,3,103,11,392621,215385,392765,220340,9.89E-08,6.82E-06,9.89E-08,1.02E-05,DNS
65,6,110,35,124597,72817,92255,27081,8.35E-06,0.000542634,8.35E-06,0.000918304,DNS
68,5,110,23,359311,233456,346410,299234,5.85E-07,4.03E-05,5.02E-07,5.56E-05,DNS
69,5,110,21,367311,209727,352719,259528,6.47E-07,4.48E-05,5.66E-07,6.24E-05,DNS
69,4,105,23,367311,209727,352719,259528,3.44E-07,2.39E-05,3.05E-07,3.22E-05,DNS
71,1,125,25,620781,209009,622497,134844,1.81E-06,0.000128675,1.81E-06,0.000226875,DNS
69,4,101,24,367311,209727,352719,259528,2.63E-07,1.83E-05,2.63E-07,2.68E-05,DNS
70,2,118,27,556525,265470,554495,229303,7.66E-07,5.36E-05,7.66E-07,9.09E-05,DNS
69,3,114,27,505150,292266,504306,262065,3.72E-07,2.57E-05,3.72E-07,4.24E-05,DNS
68,3,110,26,461774,307804,465108,276426,1.92E-07,1.31E-05,1.92E-07,2.12E-05,DNS
68,3,108,25,426928,314048,431330,285168,1.20E-07,8.19E-06,1.20E-07,1.30E-05,DNS
67,3,106,24,396970,316906,405746,285976,9.32E-08,6.32E-06,9.32E-08,9.92E-06,DNS
67,3,105,24,396970,316906,405746,285976,8.46E-08,5.72E-06,8.46E-08,8.89E-06,DNS
67,3,105,24,396970,316906,405746,285976,8.80E-08,5.91E-06,8.38E-08,8.88E-06,DNS
67,3,106,23,396970,316906,405746,285976,9.03E-08,6.08E-06,8.62E-08,9.16E-06,DNS
67,3,104,24,396970,316906,405746,285976,8.97E-08,6.06E-06,8.58E-08,8.99E-06,DNS
67,3,103,24,396970,316906,405746,285976,8.60E-08,5.81E-06,8.60E-08,8.88E-06,DNS
67,3,115,32,340548,226549,339652,367276,1.78E-07,1.20E-05,1.63E-07,1.88E-05,DNS
68,4,123,35,392035,229784,378177,379810,2.03E-07,1.40E-05,2.03E-07,2.51E-05,DNS
67,4,130,34,402050,232953,371564,381556,2.11E-07,1.42E-05,2.11E-07,2.75E-05,DNS
67,4,126,34,377622,241758,353862,372523,1.66E-07,1.12E-05,1.66E-07,2.10E-05,DNS
66,5,118,34,346332,279830,326056,364492,2.07E-07,1.38E-05,2.07E-07,2.45E-05,DNS
66,5,119,34,330773,270893,318938,356757,1.69E-07,1.12E-05,1.63E-07,1.95E-05,DNS
66,5,116,34,319571,270062,298661,346875,1.78E-07,1.18E-05,1.78E-07,2.06E-05,DNS
66,4,114,33,289981,267892,264724,339219,1.50E-07,9.92E-06,1.50E-07,1.71E-05,DNS
65,5,111,32,270993,263929,248253,322151,1.50E-07,9.92E-06,1.50E-07,1.68E-05,DNS
66,5,109,31,259354,252085,238191,302239,1.74E-07,1.15E-05,1.74E-07,1.90E-05,DNS
66,5,107,30,250555,238006,228866,288623,1.71E-07,1.14E-05,1.71E-07,1.84E-05,DNS
66,4,107,29,247185,236453,225648,286232,1.52E-07,1.01E-05,1.52E-07,1.63E-05,DNS
66,4,106,29,243804,235015,222880,283739,1.37E-07,9.12E-06,1.37E-07,1.47E-05,DNS
66,4,106,29,240369,233716,220933,281028,1.26E-07,8.34E-06,1.26E-07,1.34E-05,DNS
66,4,105,29,237482,232150,218318,278687,1.17E-07,7.73E-06,1.17E-07,1.24E-05,DNS
66,4,105,28,234386,230810,216174,276245,1.09E-07,7.22E-06,1.09E-07,1.15E-05,DNS
66,4,105,28,232447,228909,213176,274305,1.03E-07,6.79E-06,1.03E-07,1.08E-05,DNS
66,5,108,29,274336,258812,261312,312073,1.21E-07,8.00E-06,1.21E-07,1.31E-05,DNS
66,4,108,29,271497,258068,258976,310461,1.23E-07,8.13E-06,1.23E-07,1.33E-05,DNS
66,4,108,29,270629,255739,254867,307126,1.24E-07,8.17E-06,1.24E-07,1.34E-05,DNS
66,4,108,28,269972,254044,253048,305416,1.25E-07,8.26E-06,1.25E-07,1.35E-05,DNS
66,4,108,28,266854,251396,247938,300453,1.26E-07,8.30E-06,1.26E-07,1.36E-05,DNS
66,4,107,28,264823,250402,246036,298968,1.20E-07,7.92E-06,1.20E-07,1.29E-05,DNS
66,4,107,28,264563,248802,244617,297313,1.19E-07,7.86E-06,1.19E-07,1.28E-05,DNS
