min_fpktl,mean_fpktl,max_fpktl,std_fpktl,min_bpktl,mean_bpktl,max_bpktl,std_bpktl,min_fiat,mean_fiat,max_fiat,std_fiat,min_biat,mean_biat,max_biat,std_biat,duration,proto,total_fpackets,total_fvolume,total_bpackets,total_bvolume,class
52,8442,16436,7880,52,60,756,26,2,16234,327095,47579,12,24171,317132,51544,60767140,6,3744,31607910,2515,151537,remoteForwarding
52,168,692,210,52,155,756,199,42,41640,109422,34850,69,31228,109343,34625,749534,6,19,3202,25,3881,remoteForwarding
52,8263,16436,7873,52,60,756,32,2,20461,546295,60645,11,28735,544630,64121,34539650,6,1689,13957466,1203,72945,remoteForwarding
52,8442,16436,7894,52,60,756,25,2,16504,327095,48630,12,24590,317132,52720,70770602,6,4289,36209930,2879,173153,remoteForwarding
52,7852,16436,7421,52,67,756,65,3,23410,526118,62723,14,29554,525460,63313,6915878,6,296,2324342,235,15793,remoteForwarding
52,8307,16436,7920,52,60,756,30,2,20805,546295,61607,11,29353,544630,65455,44500661,6,2138,17760750,1517,91481,remoteForwarding
52,8431,16436,7881,52,59,756,24,2,17028,327095,50368,12,25115,317132,54259,80697376,6,4740,39965798,3214,192781,remoteForwarding
52,8208,16436,7765,52,62,756,44,3,22711,526118,64569,12,30350,525460,67371,16692929,6,736,6041718,551,34385,remoteForwarding
52,8324,16436,7936,52,60,756,28,2,21067,546295,62494,11,29642,544630,66289,54543098,6,2590,21561054,1841,110537,remoteForwarding
52,8436,16436,7878,52,59,756,23,2,17470,327095,51659,12,25648,323621,55611,90694424,6,5192,43803350,3537,211833,remoteForwarding
52,8291,16436,7790,52,61,756,36,3,22524,526118,64952,12,30581,525460,68738,26850910,6,1192,9883766,879,53697,remoteForwarding
52,8343,16436,7950,52,59,756,26,2,21216,546295,62876,11,29935,544630,66735,64451630,6,3037,25339994,2154,129021,remoteForwarding
52,8443,16436,7896,52,59,756,23,2,17875,327095,53038,12,26206,323621,57187,100712640,6,5635,47581410,3844,230005,remoteForwarding
52,8353,16436,7848,52,60,756,32,3,22507,526118,64870,12,30800,525460,68961,36806662,6,1636,13666742,1196,72389,remoteForwarding
52,8345,16436,7965,52,59,756,25,2,21293,546295,63003,11,30111,544630,66935,74464762,6,3498,29193630,2474,147917,remoteForwarding
52,8440,16436,7904,52,59,756,22,2,18184,335741,53974,12,26590,323621,58166,110696416,6,6088,51385286,4164,248853,remoteForwarding
52,8351,16436,7878,52,60,756,30,3,22436,526118,65030,12,30815,525460,69323,46870490,6,2090,17454142,1522,91549,remoteForwarding
52,8358,16436,7957,52,59,756,25,2,21383,546295,63188,11,30202,544630,67069,84294276,6,3943,32956658,2792,166661,remoteForwarding
52,8438,16436,7911,52,59,756,22,2,18458,335741,54861,10,26901,323621,59087,120652705,6,6537,55160090,4486,267805,remoteForwarding
52,8362,16436,7909,52,59,756,28,3,22394,526118,65156,12,30923,525460,69521,56898486,6,2540,21241670,1841,110345,remoteForwarding
52,185,692,217,52,140,756,185,46,55016,129173,41738,92,38275,129091,43229,880368,6,17,3146,24,3381,remoteForwarding
52,8368,16436,7974,52,59,756,24,2,21998,546295,65568,11,31099,544630,69704,94481066,6,4294,35932670,3039,181233,remoteForwarding
52,8430,16436,7904,52,59,756,22,2,18983,427894,56777,10,27531,415640,61016,130776529,6,6890,58088926,4751,283313,remoteForwarding
52,8369,16436,7919,52,59,756,27,3,23193,526118,68254,12,32014,525460,72600,66813992,6,2880,24103334,2088,124869,remoteForwarding
52,7831,16436,7805,52,65,756,59,3,29831,732911,88932,12,38751,732229,93160,10927949,6,366,2866446,283,18577,remoteForwarding
52,8380,16436,7982,52,59,756,23,2,22586,546295,67689,11,31930,544630,72093,104413548,6,4622,38735118,3271,194929,remoteForwarding
52,8434,16436,7911,52,59,756,21,2,19470,448469,58627,10,28178,417446,63041,140580930,6,7220,60895814,4990,297373,remoteForwarding
52,8374,16436,7932,52,59,756,26,3,23855,526118,70378,12,32901,525460,74817,76758221,6,3218,26947886,2334,139341,remoteForwarding
52,8120,16436,7941,52,62,756,46,3,29927,732911,89974,11,40312,732229,95012,20599466,6,688,5586710,512,32069,remoteForwarding
52,8387,16436,7992,52,59,756,23,2,23081,546295,69576,11,32634,544630,74210,114513667,6,4962,41620254,3510,209037,remoteForwarding
52,8436,16436,7912,52,59,756,21,2,19924,474712,60321,10,28739,473935,64832,150568685,6,7558,63761038,5240,312053,remoteForwarding
52,8364,16436,7920,52,59,756,25,3,24388,526118,72441,12,33542,525460,76927,86873961,6,3562,29793902,2591,154385,remoteForwarding
52,8233,16436,7986,52,61,756,39,3,30101,732911,90611,11,40974,732229,95511,30853936,6,1026,8447550,754,46333,remoteForwarding
52,8392,16436,7988,52,59,756,23,2,23602,546295,71426,11,33268,544630,76139,124189541,6,5261,44155194,3734,222173,remoteForwarding
52,8437,16436,7920,52,59,756,21,2,20397,529193,62194,10,29402,488357,66875,160363965,6,7861,66324138,5455,324721,remoteForwarding
52,8365,16436,7928,52,59,756,24,3,25000,526118,74756,12,34346,525460,79274,96892401,6,3875,32415490,2822,167933,remoteForwarding
52,7323,16436,7726,52,76,756,91,4,40257,944203,117096,12,48446,939540,120587,5474476,6,136,996038,114,8685,remoteForwarding
52,8275,16436,8008,52,60,756,35,3,30461,732911,92244,11,41618,732229,97442,40827391,6,1340,11089334,982,59725,remoteForwarding
52,8260,16436,8024,52,60,756,33,3,31894,780847,96862,11,43644,740171,102610,49754649,6,1561,12893978,1141,69273,remoteForwarding
52,8394,16436,7980,52,59,756,22,2,24241,557627,73765,11,34037,554678,78610,134345156,6,5543,46533122,3948,234693,remoteForwarding
52,8438,16436,7924,52,59,756,21,2,20952,531795,64603,10,30125,490258,69487,170781253,6,8152,68792214,5670,337341,remoteForwarding
52,8372,16436,7941,52,59,756,24,3,25696,526118,77560,11,35290,525460,82374,106577948,6,4147,34721970,3021,179625,remoteForwarding
52,7997,16436,7787,52,64,756,55,3,37613,944203,112831,12,47440,939540,116592,15797874,6,421,3366842,334,21517,remoteForwarding
52,168,692,210,52,155,756,199,44,65329,145245,51107,68,48995,145139,49009,1175938,6,19,3202,25,3881,remoteForwarding
52,7219,16436,8119,52,76,756,92,3,46662,928737,136879,14,54652,927820,141772,6066398,6,131,945810,112,8533,remoteForwarding
52,8392,16436,7981,52,59,756,22,2,24650,557627,75405,11,34532,554678,80358,144525487,6,5864,49212422,4186,248653,remoteForwarding
52,8441,16436,7925,52,59,756,21,2,21354,531795,66186,10,30666,490258,71162,180595745,6,8458,71396862,5890,350317,remoteForwarding
52,8385,16436,7952,52,59,756,23,3,26195,526118,79456,11,36038,525460,84527,116910690,6,4464,37433782,3245,192857,remoteForwarding
52,8146,16436,7882,52,62,756,44,3,34937,944203,106455,12,45683,939540,110972,25399865,6,728,5930630,557,34601,remoteForwarding
52,8012,16436,8062,52,64,756,57,2,39552,928737,119932,13,51141,927820,126574,16058311,6,406,3252878,315,20433,remoteForwarding
52,8397,16436,7979,52,59,756,22,2,25217,570350,77602,11,35238,554678,82677,154521944,6,6127,51453474,4386,260349,remoteForwarding
52,8440,16436,7930,52,59,756,21,2,21819,531795,68145,10,31307,490258,73291,190347407,6,8723,73629250,6081,361545,remoteForwarding
52,8387,16436,7956,52,59,756,23,3,26839,526118,82067,11,36899,525460,87251,126898203,6,4729,39666410,3440,204293,remoteForwarding
52,8146,16436,7818,52,61,756,38,3,35071,944203,106192,11,45612,939540,110521,35531906,6,1013,8252906,780,47589,remoteForwarding
52,8174,16436,8059,52,62,756,46,2,38503,928737,117591,12,50583,927820,124100,25797824,6,670,5477022,511,31921,remoteForwarding
52,8398,16436,7975,52,59,756,22,2,25713,603675,79405,11,35828,602668,84668,164488160,6,6398,53736430,4592,272405,remoteForwarding
52,8434,16436,7918,52,59,756,20,2,22278,584012,69994,10,31817,583218,75313,200702846,6,9008,75976006,6309,374793,remoteForwarding
52,8389,16436,7953,52,59,756,23,3,27392,530519,84069,11,37537,525460,89314,136935330,6,5000,41945366,3649,216505,remoteForwarding
52,8208,16436,7862,52,60,756,35,2,35537,944203,107935,11,46680,939540,113049,45700713,6,1287,10564258,980,59333,remoteForwarding
52,8268,16436,8026,52,61,756,40,2,38231,928737,116288,12,50539,927820,122888,35630493,6,932,7705878,706,43357,remoteForwarding
52,8402,16436,7973,52,59,756,21,2,26148,603675,80972,11,36413,602668,86321,174163953,6,6660,55960758,4784,283685,remoteForwarding
52,8431,16436,7912,52,59,756,20,2,22710,584012,71648,10,32315,583218,76996,210730820,6,9280,78242678,6522,387213,remoteForwarding
52,8387,16436,7950,52,59,756,22,3,27866,530519,85695,11,38061,525460,90964,146727825,6,5265,44157994,3856,228565,remoteForwarding
52,8226,16436,7806,52,60,756,32,2,35676,944203,107605,11,46276,939540,111549,55717194,6,1562,12849486,1205,72377,remoteForwarding
52,8181,16436,7809,52,60,756,32,2,35926,944203,107600,11,46582,939540,111382,56691554,6,1579,12917970,1218,73325,remoteForwarding
52,168,692,210,52,155,756,199,43,63664,149205,53787,205,47746,149096,48179,1145960,6,19,3202,25,3881,remoteForwarding
52,8278,16436,7999,52,60,756,35,2,36397,928737,111048,12,48011,927820,117056,46043411,6,1266,10481070,960,58197,remoteForwarding
52,8401,16436,7972,52,59,756,21,2,26416,603675,81838,11,36703,602668,87233,184469804,6,6984,58673222,5027,297905,remoteForwarding
52,6522,16436,7892,52,86,756,113,32,45326,960161,131197,15,51073,959564,134504,3626262,6,81,528362,72,6213,remoteForwarding
52,8427,16436,7906,52,59,756,20,2,22975,584012,72447,10,32573,583218,77791,220520015,6,9599,80898450,6771,401745,remoteForwarding
52,8390,16436,7949,52,59,756,22,3,28065,530519,86257,11,38247,525460,91483,156699311,6,5583,46841618,4098,242733,remoteForwarding
52,8314,16436,7998,52,60,756,33,2,36320,928737,110860,12,48410,927820,117024,55865241,6,1538,12788222,1155,69681,remoteForwarding
52,8397,16436,7969,52,59,756,21,2,26762,603675,83128,11,37105,602668,88587,194545846,6,7269,61038826,5244,310581,remoteForwarding
52,8072,16436,7814,52,65,756,59,3,38278,960161,112200,12,48427,959564,116748,13704873,6,358,2889934,284,18629,remoteForwarding
52,8431,16436,7904,52,59,756,20,2,23393,625354,73995,10,33074,605382,79563,230628283,6,9858,83114718,6974,413597,remoteForwarding
52,8392,16436,7951,52,59,756,22,3,28548,813717,88127,11,38833,773708,93535,166867318,6,5846,49062142,4298,254429,remoteForwarding
52,8347,16436,7982,52,60,756,31,2,36555,928737,111361,12,48587,927820,117167,65982472,6,1806,15075022,1359,81633,remoteForwarding
52,8395,16436,7971,52,59,756,21,2,27106,603675,84350,11,37549,602668,89870,204233379,6,7534,63255262,5440,322069,remoteForwarding
52,8203,16436,7868,52,62,756,46,3,37924,960161,112810,12,48881,959564,117701,23854331,6,630,5168318,489,30633,remoteForwarding
52,8429,16436,7897,52,59,756,20,2,23755,625354,75299,10,33466,605382,80956,240592729,6,10129,85381818,7190,426173,remoteForwarding
52,8391,16436,7949,52,59,756,22,3,28899,813717,89387,11,39282,773708,94770,176927997,6,6122,51374126,4505,266537,remoteForwarding
52,8353,16436,7997,52,59,756,29,2,36584,928737,111881,12,48923,927820,118319,75734219,6,2070,17290926,1549,92809,remoteForwarding
52,8397,16436,7975,52,59,756,21,2,27469,603675,85658,11,38018,602668,91297,214425231,6,7807,65557746,5641,333865,remoteForwarding
52,8288,16436,7831,52,61,756,40,3,37653,960161,112432,12,48100,959564,116904,33814805,6,898,7442830,704,43157,remoteForwarding
52,8431,16436,7895,52,59,756,20,2,24088,625354,76448,10,33858,605382,82127,250417273,6,10395,87647938,7397,438281,remoteForwarding
52,8383,16436,7946,52,59,756,21,3,29199,813717,90478,11,39656,773708,95890,186624762,6,6391,53579106,4707,278337,remoteForwarding
52,8353,16436,7996,52,59,756,28,2,36578,928737,112137,12,49086,927820,118627,85851682,6,2347,19606674,1750,104605,remoteForwarding
52,8388,16436,7969,52,59,756,21,2,27762,603675,86743,11,38355,602668,92443,224530296,6,8087,67837698,5855,346337,remoteForwarding
52,8319,16436,7856,52,60,756,36,3,37568,960161,112634,12,48301,959564,117179,43954790,6,1171,9741794,911,55265,remoteForwarding
52,8431,16436,7895,52,59,756,20,2,24420,625354,77618,10,34278,605382,83349,260411758,6,10663,89905634,7598,450077,remoteForwarding
52,8382,16436,7942,52,59,756,21,2,29509,813717,91512,11,40057,773708,96900,196723242,6,6666,55878846,4912,290341,remoteForwarding
52,8354,16436,7994,52,59,756,27,2,36747,928737,112678,12,49330,927820,119118,96095005,6,2616,21856230,1949,116297,remoteForwarding
52,8384,16436,7966,52,59,756,20,2,28013,603675,87596,11,38658,602668,93280,234118829,6,8357,70071306,6057,358137,remoteForwarding
52,8373,16436,7852,52,60,756,33,3,37645,960161,112559,12,48621,959564,117148,54020979,6,1436,12024006,1112,67061,remoteForwarding
52,8431,16436,7894,52,59,756,20,2,24752,625354,78725,10,34663,605382,84490,270621268,6,10934,92192542,7808,462341,remoteForwarding
52,8388,16436,7947,52,59,756,21,2,29830,813717,92572,11,40518,773708,98058,206645718,6,6927,58106930,5101,301465,remoteForwarding
52,8361,16436,7999,52,59,756,26,2,36674,928737,112704,12,49304,927820,119400,105807647,6,2885,24121594,2147,127889,remoteForwarding
52,8382,16436,7964,52,59,756,20,2,28290,603675,88536,11,39001,602668,94226,244498251,6,8642,72445294,6270,370605,remoteForwarding
52,8400,16436,7840,52,59,756,31,3,37480,960161,111734,12,48239,959564,115902,63869249,6,1704,14314950,1325,79481,remoteForwarding
52,8432,16436,7893,52,59,756,20,2,25044,625354,79667,10,35035,605382,85414,280777675,6,11212,94549926,8015,474497,remoteForwarding
52,8389,16436,7950,52,59,756,21,2,30101,813717,93430,11,40894,773708,98995,216741198,6,7200,60405798,5301,313209,remoteForwarding
52,8371,16436,7986,52,59,756,25,2,36696,928737,112541,11,49223,927820,119004,116070826,6,3164,26486742,2359,140305,remoteForwarding
52,8382,16436,7960,52,59,756,20,2,28595,603675,89459,11,39362,602668,95113,254515730,6,8900,74608646,6467,382145,remoteForwarding
52,8416,16436,7857,52,59,756,29,3,37469,960161,111995,12,48414,959564,116264,73928252,6,1974,16613710,1528,91381,remoteForwarding
52,8432,16436,7895,52,59,756,20,2,25326,625354,80693,10,35389,605382,86505,290619174,6,11476,96774454,8213,486089,remoteForwarding
52,8389,16436,7955,52,59,756,21,2,30355,813717,94280,11,41263,773708,99918,226907976,6,7476,62721014,5500,324901,remoteForwarding
52,8370,16436,7989,52,59,756,25,2,36697,928737,112531,11,49236,927820,118956,125798083,6,3429,28703082,2556,151845,remoteForwarding
52,8383,16436,7959,52,59,756,20,2,28842,603675,90266,11,39621,602668,95914,264312203,6,9165,76833658,6672,394101,remoteForwarding
52,8430,16436,7860,52,59,756,28,3,37464,960161,111837,12,48452,959564,115981,83920468,6,2241,18891978,1733,103385,remoteForwarding
52,8436,16436,7891,52,59,756,19,2,25594,625354,81522,10,35679,605382,87286,300490662,6,11740,99040902,8423,498353,remoteForwarding
52,8386,16436,7950,52,59,756,21,2,30555,813717,94975,11,41512,773708,100658,236496369,6,7741,64922074,5698,336493,remoteForwarding
52,8371,16436,7980,52,59,756,24,2,36747,928737,112570,11,49148,927820,118911,136043051,6,3702,30989854,2769,164265,remoteForwarding
52,8383,16436,7957,52,59,756,20,2,29078,603675,90917,11,39859,602668,96540,274470644,6,9440,79137590,6887,406625,remoteForwarding
52,8434,16436,7871,52,59,756,27,3,37404,960161,112207,12,48485,959564,116475,93625718,6,2503,21112162,1932,115029,remoteForwarding
52,8433,16436,7885,52,59,756,19,2,25855,625354,82341,10,35952,605382,88056,310777769,6,12021,101382826,8645,511289,remoteForwarding
52,8382,16436,7944,52,59,756,20,2,30763,813717,95586,11,41726,773708,101270,246935604,6,8028,67296886,5919,349377,remoteForwarding
52,8377,16436,7984,52,59,756,24,2,36719,928737,112573,11,49228,927820,119005,145963553,6,3975,33300722,2966,175853,remoteForwarding
52,8383,16436,7957,52,59,756,20,2,29286,603675,91566,11,40129,602668,97186,284475174,6,9713,81428986,7090,418525,remoteForwarding
52,8442,16436,7876,52,59,756,26,3,37383,960161,112298,12,48581,959564,116568,103963426,6,2781,23477258,2141,127289,remoteForwarding
52,8436,16436,7883,52,59,756,19,2,26106,625354,83073,10,36226,605382,88721,320749341,6,12287,103661090,8855,523553,remoteForwarding
52,8376,16436,7932,52,58,756,20,2,30923,813717,95977,11,41799,773708,101496,256523166,6,8295,69486386,6138,362061,remoteForwarding
52,8381,16436,7983,52,59,756,23,2,36724,928737,112652,11,49151,927820,119022,156007170,6,4249,35611834,3175,188065,remoteForwarding
52,8383,16436,7956,52,59,756,20,2,29483,603675,92184,11,40357,602668,97800,294128141,6,9977,83641466,7289,430169,remoteForwarding
52,8446,16436,7884,52,59,756,26,3,37438,960161,112554,12,48774,959564,117060,113888859,6,3043,25701538,2336,138725,remoteForwarding
52,8438,16436,7887,52,59,756,19,2,26340,625354,83828,10,36529,605382,89512,330589086,6,12550,105905806,9051,535041,remoteForwarding
52,8382,16436,7937,52,58,756,20,2,31149,813717,96610,11,42102,773708,102187,266805399,6,8565,71797338,6338,373805,remoteForwarding
52,8387,16436,7990,52,59,756,23,2,36786,928737,112906,11,49387,927820,119424,165942158,6,4512,37844022,3361,199033,remoteForwarding
52,8381,16436,7953,52,58,756,20,2,29686,603675,92749,11,40556,602668,98318,304379616,6,10254,85945310,7506,442797,remoteForwarding
52,8454,16436,7893,52,59,756,25,3,37401,960161,112531,12,48809,959564,117077,123830752,6,3311,27991666,2538,150573,remoteForwarding
52,8436,16436,7889,52,59,756,19,2,26592,625354,84706,10,36841,605382,90420,340784745,6,12816,108126342,9251,546785,remoteForwarding
52,8382,16436,7931,52,58,756,20,2,31301,813717,97018,11,42207,773708,102503,276797511,6,8844,74130582,6559,386689,remoteForwarding
52,8394,16436,7996,52,59,756,23,2,36823,928737,113003,11,49504,927820,119631,176088031,6,4783,40150546,3558,210621,remoteForwarding
52,8377,16436,7952,52,58,756,20,2,29868,813441,93488,11,40819,772696,99119,314347634,6,10524,88166678,7702,454285,remoteForwarding
52,8461,16436,7896,52,59,756,24,3,37408,960161,112622,12,48927,959564,117278,133866562,6,3579,30282034,2737,162265,remoteForwarding
52,8439,16436,7894,52,59,756,19,2,26776,625354,85324,10,37116,605382,91094,350380091,6,13085,110424522,9441,557961,remoteForwarding
52,8378,16436,7930,52,58,756,20,2,31458,813717,97543,11,42417,773708,103088,286913520,6,9120,76414086,6765,398745,remoteForwarding
52,8388,16436,7991,52,59,756,22,2,36759,928737,112956,11,49404,927820,119467,186007464,6,5060,42446486,3766,222781,remoteForwarding
52,8379,16436,7956,52,58,756,19,2,30063,813441,94163,11,41083,772696,99930,324563700,6,10797,90469114,7901,465977,remoteForwarding
52,8458,16436,7893,52,59,756,24,3,37357,960161,112488,12,48738,959564,117070,143827085,6,3850,32564606,2952,174789,remoteForwarding
52,8439,16436,7886,52,59,756,19,2,26994,625354,86019,10,37315,605382,91741,360692510,6,13361,112754090,9667,571105,remoteForwarding
52,8382,16436,7933,52,58,756,20,2,31636,813717,98089,11,42647,773708,103641,296781876,6,9382,78646462,6960,410181,remoteForwarding
52,8386,16436,7985,52,59,756,22,2,36744,928737,112845,11,49319,927820,119287,195700982,6,5326,44667502,3969,234633,remoteForwarding
52,8379,16436,7952,52,58,756,19,2,30230,813441,94638,11,41252,772696,100382,334555687,6,11068,92748022,8111,478241,remoteForwarding
52,8459,16436,7905,52,59,756,23,3,37354,960161,112552,12,48880,959564,117233,153973807,6,4123,34879618,3151,186481,remoteForwarding
52,8438,16436,7890,52,59,756,19,2,27188,625354,86663,10,37580,605382,92420,370693989,6,13634,115052862,9865,582745,remoteForwarding
52,8381,16436,7932,52,58,756,20,2,31785,813717,98547,11,42803,773708,104145,306855192,6,9655,80920994,7170,422445,remoteForwarding
52,8389,16436,7985,52,59,756,22,2,36769,928737,113079,11,49378,927820,119685,205759863,6,5597,46953978,4168,246325,remoteForwarding
52,8375,16436,7951,52,58,756,19,2,30374,813441,95153,11,41446,772696,100924,344338083,6,11336,94944902,8309,489833,remoteForwarding
52,8464,16436,7912,52,59,756,23,3,37311,960161,112435,12,48990,959564,117257,163873033,6,4392,37178038,3346,197965,remoteForwarding
52,8439,16436,7887,52,59,756,19,2,27379,625354,87237,10,37809,605382,92963,380701469,6,13904,117339862,10070,594749,remoteForwarding
52,8385,16436,7928,52,58,756,20,2,31929,813717,98934,11,42952,773708,104494,316516752,6,9914,83133934,7370,434141,remoteForwarding
52,8392,16436,7986,52,59,756,22,2,36802,928737,113125,11,49529,927820,119884,216095914,6,5860,49178310,4364,257861,remoteForwarding
52,8370,16436,7948,52,58,756,19,2,30518,813441,95640,11,41594,772696,101403,354507771,6,11617,97245242,8524,502357,remoteForwarding
52,8470,16436,7920,52,59,756,23,3,37329,960161,112557,12,49029,959564,117430,173661553,6,4652,39406022,3543,209505,remoteForwarding
52,8439,16436,7890,52,59,756,19,2,27552,625354,87743,10,38034,605382,93473,390353011,6,14167,119555810,10264,606133,remoteForwarding
52,8382,16436,7926,52,58,756,19,2,32050,813717,99320,11,43072,773708,104842,326922432,6,10200,85500118,7591,447025,remoteForwarding
52,8397,16436,7987,52,59,756,21,2,36824,928737,113142,11,49438,927820,119697,226031380,6,6138,51542878,4573,270073,remoteForwarding
52,8372,16436,7948,52,58,756,19,2,30657,813441,95963,11,41742,772696,101689,364498009,6,11889,99540682,8733,514569,remoteForwarding
52,8472,16436,7920,52,59,756,22,3,37313,960161,112494,12,48980,959564,117292,183725974,6,4924,41717318,3752,221717,remoteForwarding
52,8440,16436,7891,52,59,756,19,2,27737,625354,88306,10,38264,605382,94057,400703429,6,14446,121925198,10473,618393,remoteForwarding
52,8381,16436,7921,52,58,756,19,2,32172,813717,99717,11,43205,773708,105234,336917912,6,10472,87775510,7799,459185,remoteForwarding
52,8404,16436,7988,52,59,756,21,2,36851,928737,113273,11,49552,927820,119939,236067883,6,6407,53845874,4765,281401,remoteForwarding
52,8367,16436,7941,52,58,756,19,2,30752,813441,96083,11,41784,772696,101670,374348724,6,12174,101862766,8960,527765,remoteForwarding
52,8467,16436,7925,52,59,756,22,3,37348,960161,112897,12,49085,959564,117867,193838478,6,5190,43945854,3950,233309,remoteForwarding
52,8438,16436,7887,52,59,756,19,2,27921,643627,88865,10,38445,605382,94585,410713912,6,14709,124122106,10684,630661,remoteForwarding
52,8382,16436,7923,52,58,756,19,2,32276,813717,99962,11,43353,773708,105500,346783428,6,10744,90066038,8000,470981,remoteForwarding
52,8398,16436,7984,52,59,756,21,2,36855,928737,113339,11,49497,927820,119951,245901496,6,6673,56046170,4969,293305,remoteForwarding
52,8368,16436,7944,52,58,756,19,2,30883,813441,96488,11,41980,772696,102126,384412003,6,12447,104161538,9158,539405,remoteForwarding
52,8468,16436,7930,52,59,756,22,3,37338,960161,112960,11,49120,959564,117990,203946948,6,5462,46252670,4153,245209,remoteForwarding
52,8437,16436,7887,52,59,756,19,2,28088,643627,89399,10,38641,605382,95134,420772319,6,14981,126400826,10890,642717,remoteForwarding
52,8381,16436,7921,52,58,756,19,2,32395,813717,100326,11,43507,773708,105835,356934963,6,11019,92357538,8205,482985,remoteForwarding
52,8403,16436,7982,52,59,756,21,2,36860,928737,113338,11,49497,927820,119913,255852843,6,6941,58328922,5170,305101,remoteForwarding
52,8368,16436,7940,52,58,756,19,2,31013,813441,96794,11,42070,772696,102381,394366434,6,12717,106424874,9375,552033,remoteForwarding
52,8468,16436,7936,52,59,756,22,2,37325,960161,113063,11,49175,959564,118233,213912449,6,5732,48542806,4351,256849,remoteForwarding
52,8439,16436,7891,52,59,756,19,2,28245,643627,89881,10,38877,605382,95657,430757858,6,15250,128699102,11081,653993,remoteForwarding
